formula,mpids,is_stable,theoretical,band_gap,formation_energy_per_atom,Value,DOI,compound_type
Ga2Se2O7,mp-1196063,True,False,3.4975,-1.691454147926137,4.61,10.1021/ic300373z,Double anions
Ga2Se3,mp-1340,True,False,1.043599999999999,-0.700867464437499,2.29,10.1007/s10971-009-1973-7,Double anions
Ga2Te3,mp-38970,True,True,0.6375000000000001,-0.402236419000001,1.65,10.1039/d0cp00626b,Double anions
GaN,mp-804,True,False,1.726499999999999,-0.670049406875,3.4,10.1016/j.cej.2020.126199,Nitrides
GaP,mp-2490,True,False,1.603899999999999,-0.508916133988096,2.26,10.1016/B978-0-12-814303-2.00001-5,Phosphides
GaS,mp-2507,True,False,2.0036,-0.763737817656249,2.5,10.1016/j.matpr.2020.05.070,Chalcogenides
GaSe,mp-568263,True,False,1.2121,-0.69001870828125,2.0,10.1016/j.optmat.2016.02.034,Chalcogenides
GaTe,mp-542812,True,False,1.0066,-0.442993200833332,1.685,10.1016/j.tsf.2013.10.034,Chalcogenides
GaTeCl,mp-27449,True,False,2.1702,-0.818999890833334,2.96,10.1039/c7nr08252e,Halides
Gd2(WO4)3,mp-778228,False,True,3.8025,-2.735250980882353,3.3,10.1007/s10854-017-6571-9,Double anions
Gd2O3,mp-504886,True,False,2.9411,-3.895411792000001,5.45,10.1016/j.tsf.2005.02.005,Double anions
Gd2S3,mp-669509,True,False,0.5267000000000001,-2.334266813187497,2.63,10.1039/d0nr03094e,Double anions
Gd2Ti2O7,mp-686465,False,True,2.408899999999999,-3.700774554924241,3.2,10.1039/c5ra11682a,Double anions
Gd2Zr2O7,mp-757233,False,True,2.8082000000000003,-3.84645998909091,2.68,10.1039/c6ra05113h,Double anions
Gd4GaSbS9,mp-1199284,False,False,1.518,-1.844329226999997,2.41,10.1134/S0020168511010109,Chalcogenides
GdCrO3,mp-18331,True,False,2.6309,-3.173304159499999,3.2,10.1039/c5ra11682a,Oxides
GdF3,mp-972965,True,True,2.862199999999999,-4.158415573124998,7.443,10.1039/c3cp51816g,Halides
GdScO3,mp-5690,False,False,3.1418,-3.920327644499998,5.2,10.1016/j.cej.2015.07.043,Chalcogenides
GdScS3,mp-510490,True,False,1.1773999999999991,-2.262208397687499,2.1,10.1016/j.jssc.2009.02.020,Chalcogenides
GdTaO4,mp-4875,True,False,3.3217,-3.6930033878888873,0.8,10.1016/j.optmat.2018.01.003,Oxides
GdVO4,mp-22024,True,False,2.9685,-3.1765945025,3.1,10.1016/j.cej.2012.11.074,Oxides
Ge,mp-1198022,False,False,1.1428,0.043253197058822,0.7,10.1016/j.matpr.2017.11.129,Others
Ge(SeO3)2,mp-1205339,True,False,3.727999999999999,-1.505156669409721,5.289999999999999,10.1021/ic300373z,Chalcogenides
Ge3N4,mp-672289,True,False,2.064,-0.192592425714287,2.5949999999999998,10.1039/c6ce01875k,Nitrides
GeAs,mp-9548,True,False,0.5112999999999991,-0.060294584583334,1.615,10.1039/c8ta02676a,Arsenides
GeBi4Te7,mp-29644,False,False,0.5721,-0.226525013333334,0.13,10.3938/jkps.74.256,Chalcogenides
GeC,mp-1002164,False,True,1.658099999999999,0.438373328749999,2.09,10.1016/j.rinp.2019.102306,Carbides
GeH4,mp-1078667,False,True,1.142199999999999,0.257843023,1.51,10.1016/j.cap.2013.05.005,Hydrides
GeI2,mp-27922,True,False,2.0217,-0.594992870555555,1.5,10.1021/jacs.5b03986,Double anions
GeO2,mp-470,True,False,1.2157,-2.156655663333334,5.25,10.1016/j.rinp.2019.102871,Double anions
GeS,mp-2242,True,False,1.237599999999999,-0.50070603125,1.69,10.1039/c9tc03048d,Chalcogenides
GeS2,mp-572892,True,False,2.2646,-0.662721194791666,3.71,10.1039/d0na00364f,Double anions
GeSe,mp-700,True,False,0.8988,-0.451703091171873,1.1564999999999999,10.1016/j.physb.2017.05.054,Chalcogenides
GeSe2,mp-540625,True,False,1.7063,-0.5793224153125001,2.03,10.1016/j.optmat.2019.01.043,Double anions
GeTe,mp-938,True,False,0.5565,-0.035467995000001,0.45,10.1016/j.matpr.2018.02.077,Chalcogenides
H2O,mp-684704,False,True,4.7589,-1.196362153333333,1.6,10.1016/j.ijhydene.2018.07.007,Double anions
H2O2,mp-28015,False,False,4.4853,-0.8739656187499991,1.75,10.1016/j.jece.2020.104254,Double anions
H2S,mp-696805,True,False,4.3246,-0.1704340646875,0.5037,10.1016/j.tsf.2005.11.072,Double anions
H2WO4,mp-29530,False,False,1.4761,-1.754318643928571,2.63,10.1016/j.jece.2015.02.016,Double anions
HCN,mp-510458,False,False,3.616,-0.092846543125001,0.68,10.1016/j.cej.2020.125347,Nitrides
HCNO,mp-1190216,True,True,4.6665,-0.928053018854167,3.68,10.1039/c7nj03707d,Oxides
HCO,mp-995234,False,True,4.3277,-0.8765096791071431,3.26,10.1039/c5ra24323h,Oxides
HCl,mp-634101,False,True,2.584699999999999,-0.486256185624999,2.565,10.1016/j.physb.2013.12.015,Halides
HNO3,mp-1224772,True,True,3.8657,-0.8903123615,3.75,10.1016/j.tsf.2015.10.047,Oxides
Hf3N4,mp-776470,True,True,1.2648,-1.973946385357144,0.815,10.1039/c7ce00524e,Nitrides
HfN2,mp-1102429,False,True,1.188099999999999,-1.12026927083333,1.335,10.1039/d0cp02999h,Double anions
HfO2,mp-352,True,False,4.0165,-4.019811040833332,5.68,10.1016/j.optmat.2013.05.017,Double anions
HfS2,mp-985829,True,False,1.2237,-1.806353931875001,1.93,10.1016/j.optmat.2020.109784,Double anions
HfS3,mp-9922,True,False,1.1326,-1.373083094609374,2.2,10.1039/d0ra07160a,Chalcogenides
HfSe2,mp-985831,True,False,0.5342,-1.564946299374999,1.13,10.1039/c8cp02995d,Double anions
HfZrO4,mp-754134,False,True,3.5612,-3.877764332499998,5.4,10.1016/j.tsf.2016.09.001,Oxides
Hg(IO3)2,mp-23407,True,False,2.6932,-0.8044650508333331,2.61,10.1016/j.physb.2013.10.034,Halides
HgBr2,mp-23292,True,False,2.5527,-0.8287702491666711,3.59,10.1021/jacs.5b03986,Double anions
HgBrCl,mp-1224070,False,True,2.593499999999999,-0.9145947700000032,3.4,10.1039/c3dt50291k,Halides
HgCl2,mp-22855,True,False,2.8686,-0.683485675,4.45,10.1039/c4ja00327f,Double anions
HgI2,mp-23192,True,False,1.3324,-0.564617394374998,2.15,10.1016/j.physb.2017.01.013,Double anions
HgO,mp-1224,True,False,1.1867,-0.635057482500004,2.2,10.1016/j.cej.2009.05.031,Oxides
HgS,mp-9252,False,False,1.6863,-0.371178477500002,0.7,10.1016/j.physb.2019.04.029,Chalcogenides
HgSe,mp-1018722,True,False,1.0432,-0.23692071328125,0.05,10.1039/c6tc00020g,Chalcogenides
Ho2O3,mp-812,True,False,3.9457999999999993,-4.027559444749998,2.84,10.1021/jacs.5b03986,Double anions
I,mp-23153,True,False,0.9846,0.0,1.6,10.1021/jacs.5b03986,Halides
In2Bi3Se7I,mp-1198248,False,False,1.148699999999999,-0.716893375172276,1.5,10.1016/j.jallcom.2006.10.056,Double anions
In2Ge2O7,mp-5280,False,False,1.7955,-2.060192433484849,4.43,10.1039/c0cs00126k,Double anions
In2O3,mp-22598,True,False,0.6305000000000001,-1.994067387666665,3.3,10.1016/j.cej.2011.09.054,Double anions
In2S3,mp-22216,True,False,0.8856,-0.742974841687498,2.12,10.1016/j.cej.2014.02.029,Double anions
In2Se2O7,mp-1199125,True,False,2.8578,-1.5873975830018932,2.97,10.1021/ic300373z,Double anions
In2Se3,mp-612740,True,True,0.9903,-0.686687467770832,1.3250000000000002,10.1016/j.cej.2018.10.088,Double anions
In2TeO6,mp-504908,True,False,1.016599999999999,-1.821049162222222,6.06,10.1016/0025-5408(92)90076-C,Double anions
In5S5Br,mp-510347,True,False,1.1148999999999991,-0.8211933268939371,1.55,10.1039/d0ta03841e,Halides
In7Te10,mp-669311,True,False,0.8223,-0.458874379411765,1.75,10.1016/S0040-6090(03)00240-2,Halides
InAs,mp-20412,False,True,0.5747999999999991,-0.275920370624998,0.358,10.1016/j.physb.2012.04.010,Halides
InBi2S4Br,mp-1206068,False,True,1.627,-0.790426577708333,1.5,10.1016/j.jallcom.2006.10.056,Double anions
InBi2S4Cl,mp-559521,True,False,1.5805,-0.8417136995833321,1.5,10.1016/j.jallcom.2006.10.056,Double anions
InBi2Se4Br,mp-571169,False,False,1.2945,-0.775952893880208,1.21,10.1016/j.jallcom.2006.10.056,Double anions
InGaP2,mp-1223642,False,True,0.5607000000000001,-0.394549648988094,1.84,10.1039/c4cy00974f,Double anions
InP,mp-966800,False,True,0.527999999999999,-0.354339883988092,1.35,10.1016/j.matpr.2020.04.832,Halides
InPS4,mp-20790,True,False,2.3185,-0.483963878204363,3.12,10.7567/JJAPS.39S1.279,Halides
InS,mp-19795,True,False,1.3508,-0.6828759189062491,1.9949999999999999,10.1016/j.optmat.2013.10.046,Halides
InSb2S4Br,mp-559864,True,False,1.5308000000000002,-0.734209616458331,1.8,10.1016/j.jallcom.2006.10.056,Double anions
InSb2S4Cl,mp-556541,True,False,1.552499999999998,-0.7857323302083311,1.8,10.1016/j.jallcom.2006.10.056,Double anions
InSb2Se4Br,mp-570321,False,False,1.1103,-0.7087397195052071,1.35,10.1016/j.jallcom.2006.10.056,Double anions
InSbO4,mp-1212067,True,True,0.9405999999999992,-1.951885891944443,4.05,10.1016/S0040-6090(03)00979-9,Halides
InSe,mp-22691,False,False,0.6375000000000001,-0.6763020120312461,1.39,10.1016/j.optmat.2006.09.009,Halides
InTeI,mp-29234,True,False,1.7076,-0.695439618611109,2.735,10.1039/c9nr10619g,Halides
IrS2,mp-2833,True,False,0.5371,-0.502104100624995,0.9,10.1021/jacs.5b03986,Double anions
K10Zn4Sn4S17,mp-1224229,True,True,2.1377,-1.183576601571427,3.1500000000000004,10.1021/cm030175i,Chalcogenides
K2Ag2SnSe4,mp-570887,True,False,0.8472000000000001,-0.8404800391342581,1.8,10.1107/S0108270100010106,Double anions
K2Ag3Sb3S7,mp-1223709,False,True,1.8381999999999992,-0.53850273788657,2.2,10.1021/ic9010339,Double anions
K2AgF4,mp-1104293,True,False,0.6126,-2.347875460880952,1.8,10.1039/b902161b,Double anions
K2Au(IO3)5,mp-1195201,True,False,1.9927,-1.03311708823913,2.285,10.1111/jace.13961,Double anions
K2Bi8Se13,mp-28800,True,False,0.8361000000000001,-0.791708378476904,0.53,10.1002/adma.200304994,Double anions
K2CO3,mp-3963,True,False,3.649,-2.110088034916663,4.9,10.1038/s41467-019-13712-2,Double anions
K2Cd2Te3,mp-571637,True,False,1.882299999999999,-0.904475860523808,1.93,10.1021/ja9094846,Double anions
K2Cd3S4,mp-18101,True,False,1.9018,-1.008943850694444,2.75,10.1021/ic010069n,Double anions
K2Cd3Se4,mp-1198419,True,False,1.4027999999999992,-1.031509651263887,2.4299999999999997,10.1021/ic010069n,Double anions
K2Cd3Te4,mp-18531,False,False,1.438,-0.847990985407406,2.26,10.1021/ic010069n,Double anions
K2CdO2,mp-27742,True,False,1.3562,-1.406970080899999,3.36,10.1039/c9ta13105a,Double anions
K2Ce(PO4)2,mp-1195550,True,False,1.4179,-3.014878776060439,2.46,10.1016/j.jallcom.2017.02.080,Double anions
K2CuSbS3,mp-554343,False,False,1.2062,-0.955653615642856,2.2,10.1039/c5dt03910j,Double anions
K2Gd2Sb2Se9,mp-1199482,True,False,0.922,-1.32107574920625,1.33,10.1002/zaac.200900427,Double anions
K2Ho4Cu4S9,mp-1172870,True,False,0.8687,-1.653298726684208,2.43,10.1021/ic034600l,Double anions
K2La2Sb2S9,mp-1223734,True,True,1.1627,-1.437304819466665,2.2,10.1002/zaac.200900427,Double anions
K2La2Ti3O10,mp-6548,False,False,1.733499999999999,-3.431758464970588,3.05,10.1016/j.jssc.2004.08.043,Double anions
K2MgH4,mp-23956,True,False,3.4385,-0.335866962071428,3.46,10.1039/c9tc06459a,Double anions
K2Mo4O13,mp-637680,False,False,2.992,-2.059281836289473,1.9,10.1007/s11164-013-1397-4,Double anions
K2Nd2Ti3O10,mp-1223975,False,True,2.2681,-3.379147885264707,3.25,10.1016/j.jssc.2004.08.043,Double anions
K2PdSe10,mp-505138,False,True,1.0743,-0.393897858879807,1.48,10.1103/PhysRevB.71.085116,Double anions
K2S,mp-1022,True,False,2.3201,-1.2475660384375,2.1,10.1021/jacs.5b03986,Double anions
K2Se,mp-8426,True,False,2.0925,-1.239938295614582,2.035,10.1007/s10853-016-9969-5,Double anions
K2SmP2S7,mp-555587,True,False,2.2591,-1.303826042190475,2.59,10.1021/ic101843,Double anions
K2Sn2O3,mp-8624,True,False,1.3022,-1.742462365642854,2.75,10.1038/srep20446,Double anions
K2Sn3O7,mp-1024073,True,True,1.5671,-2.08584630975,3.325,10.1021/acs.inorgchem.7b00036,Double anions
K2SnBr6,mp-574040,True,False,1.6124,-1.544271811611111,1.4049999999999998,10.1039/c9ra09232c,Double anions
K2Ta4O11,mp-1195471,True,False,3.3655,-3.200980261990259,4.15,10.1039/c6cp02868c,Double anions
K2Te,mp-1747,True,False,2.141,-1.222004715833333,1.9,10.1021/jacs.5b03986,Double anions
K2TeBr6,mp-22963,True,False,2.336,-1.39301875735185,2.17,10.1021/ja200257a,Double anions
K2TeI6,mp-27688,True,False,1.7449,-1.006003727907404,1.38,10.1021/ja200257a,Double anions
K2Ti4O9,mp-1194282,False,False,3.0211,-3.258138655522222,3.4,10.1016/j.cej.2012.07.075,Double anions
K2Ti6O13,mp-8065,True,False,2.7535,-3.347455425690477,3.45,10.1007/s11581-016-1647-8,Double anions
K2ZnTe2,mp-12535,True,False,2.0537,-1.035780234566666,3.0,10.1021/ja9094846,Double anions
K2ZrO3,mp-18449,True,False,3.6617,-2.7781002186666672,4.18,10.1007/s00289-020-03251-y,Double anions
K2ZrSi2O7,mp-559489,True,False,4.524699999999999,-3.186144017249999,4.95,10.1039/c6tc01449f,Double anions
K3Bi2I9,mp-1120792,False,True,2.5425,-1.136715078339285,2.1,10.1016/j.scriptamat.2019.03.009,Double anions
K3Cr2(PS4)3,mp-559251,False,False,1.378099999999999,-0.938507960658927,1.35,10.1002/1521-3749(200207)628:7<1511::AID-ZAAC1511>3.0.CO;2-P,Double anions
K3LuSi2O7,mp-557543,True,False,3.6132,-3.092836822570512,5.0,10.1038/s41467-019-13293-0,Double anions
K3Nb2AsSe11,mp-542545,True,False,1.1802,-1.022161677648897,1.53,10.1021/ic001157v,Double anions
K3Sb,mp-10159,False,False,0.6773,-0.5330957603125,1.4,10.1021/jacs.5b03986,Chalcogenides
K3Ta2AsS11,mp-1211748,True,True,1.8918,-1.149100428024509,2.21,10.7567/JJAPS.39S1.279,Double anions
K3Ta2AsSe11,mp-683905,True,False,1.208699999999999,-1.024450614393995,1.45,10.1021/ic001157v,Double anions
K3Ti2P5S18,mp-1211873,True,True,1.1872999999999991,-1.017506236129675,1.61,10.1021/cm050102u,Double anions
K4GeS4,mp-556627,True,False,2.7142,-1.273485641277778,0.8,10.1002/zaac.200700440,Chalcogenides
K4GeSe4,mp-568847,True,False,1.9993,-1.213493228847221,0.64,10.1002/zaac.200700440,Chalcogenides
K4Mg(WO4)3,mp-1194610,False,False,4.6083,-2.344874842449999,4.405,10.1039/c5dt00332f,Oxides
K4Nb2S11,mp-15148,False,False,1.4656,-1.216252606852939,1.96,10.1002/1521-3749(200010)626:10<2153::AID-ZAAC2153>3.0.CO;2-X,Double anions
K4Nb6O17,mp-560692,True,False,2.6581,-2.9229413715370383,3.2,10.1016/j.cej.2013.03.091,Oxides
K4Ta2S11,mp-18664,True,False,1.7377999999999991,-1.255966230068627,2.385,10.1002/1521-3749(200010)626:10<2153::AID-ZAAC2153>3.0.CO;2-X,Double anions
K5In3P6Se19,mp-1199321,False,False,1.0646,-0.796086778595101,2.2,10.1021/ic9020096,Halides
K6Cd4Sn3Se13,mp-6296,False,False,1.4058,-1.005795382268028,2.33,10.1021/ja0474648,Chalcogenides
K6CdTe4,mp-17698,True,False,1.6614,-1.108454179560604,2.51,10.1021/ja9094846,Chalcogenides
KAg2PS4,mp-12532,True,False,1.2441,-0.721067763153272,3.02,10.1016/j.jssc.2016.04.007,Double anions
KAg2SbS3,mp-1192667,False,False,1.688299999999999,-0.537441497375994,2.1,10.1021/ic9010339,Double anions
KAg2SbS4,mp-9490,False,False,0.569599999999999,-0.471152292926221,1.63,10.7567/JJAPS.39S1.279,Double anions
KAu(IO3)4,mp-557441,True,False,2.1181,-0.916315649291666,2.52,10.1111/jace.13961,Halides
KBaAsSe3,mp-1191826,True,False,1.6299,-1.339824936963542,2.26,10.1021/cg5001446,Chalcogenides
KBaPO4,mp-6812,True,False,4.950299999999999,-3.040540147413266,4.35,10.1007/s10854-015-3745-1,Oxides
KBaSbSe3,mp-1190698,False,False,1.7736,-1.375387388213542,2.04,10.1021/cg5001446,Chalcogenides
KBi3S5,mp-1223584,False,True,1.422699999999999,-0.627175064479167,1.21,10.1021/ja981297s,Chalcogenides
KBr,mp-23251,True,False,4.3224,-2.018192221125,7.2575,10.1016/S0925-8388(99)00422-3,Halides
KCNO,mp-1223463,False,True,4.689599999999999,-1.2355729811874991,3.26,10.1039/c6ra11407e,Oxides
KCa2Nb3O10,mp-557195,False,False,2.1761,-3.153392547484374,3.44,10.1039/c7cs00290d,Double anions
KCl,mp-23289,False,False,4.8005,-2.097616928124999,6.705,10.1016/j.rinp.2020.103120,Halides
KCoO2,mp-2423265,False,True,1.3214,-1.4603007874375,1.0,10.1039/c4ra05395h,Double anions
KCu2SbS3,mp-1192531,False,False,0.9539,-0.6961365396071421,1.53,10.1016/j.jssc.2015.10.028,Double anions
KCu4AsS4,mp-557728,False,False,1.2885,-0.5704321959749991,1.9,10.1021/ic302027b,Chalcogenides
KGdTiO4,mp-1211763,False,True,2.1484,-3.364131046154763,3.04,10.1039/c3tc32472a,Oxides
KHO,mp-626785,True,True,3.678,-1.5460019428333331,5.62,10.1007/s10973-013-3183-3,Oxides
KI,mp-22898,True,False,3.8513,-1.669989291124999,6.2,10.1016/S0925-8388(99)00422-3,Halides
KIn(TeO3)2,mp-1195253,True,False,2.8719,-1.765976419724999,4.0,10.1016/j.jallcom.2014.11.039,Halides
KInSnSe4,mp-568379,True,False,1.7413,-0.9416479674345232,1.8,10.1021/ic035273k,Halides
KLa(PO3)4,mp-540962,True,False,4.8558,-2.930340037545635,4.905,10.1016/j.jallcom.2014.04.167,Oxides
KMgBO3,mp-1191101,True,False,4.6163,-2.778594942319444,3.742,10.1039/c5tc02337h,Oxides
KMgH3,mp-23737,True,False,2.458,-0.3456561272,2.59,10.1016/j.jssc.2005.12.033,Hydrides
KMnF3,mp-1205353,True,False,2.4058,-3.017527203536205,3.04,10.1039/d0ra01411g,Halides
KMnO4,mp-19046,False,False,2.081099999999999,-1.453729503780173,1.04,10.1039/c8ta09785b,Oxides
KNaTe,mp-8755,True,False,1.9491,-1.213264275416667,2.12,10.1016/j.physb.2018.05.025,Chalcogenides
KNb2PSe10,mp-1195772,False,False,0.817299999999999,-0.9064438573450252,1.15,10.1021/ic502724n,Double anions
KNb3O8,mp-27998,True,False,2.4752,-2.986958873937498,4.1,10.1039/b210055j,Oxides
KNbO3,mp-7375,True,False,2.2934,-2.852127680450001,3.24,10.1016/j.matpr.2017.07.032,Oxides
KPSe6,mp-18625,True,False,1.9067,-0.681722183556918,2.16,10.1039/d0cp03521a,Chalcogenides
KPb2Br5,mp-31508,False,False,3.0699,-1.47434131903125,3.46,10.1016/j.optmat.2016.01.025,Double anions
KPb2Cl5,mp-607267,True,False,3.6551,-1.54429492921875,4.0,10.1016/j.optmat.2020.109793,Double anions
KSb3O5,mp-31001,True,False,3.1826,-1.839133234138889,3.81,10.1007/s10973-013-3502-8,Chalcogenides
KSb5S8,mp-15559,True,False,1.591599999999999,-0.460078619017855,1.745,10.1016/j.jallcom.2003.11.108,Chalcogenides
KSbO3,mp-547792,True,False,2.6808,-2.049127173449997,4.76,10.1007/s10973-013-3502-8,Chalcogenides
KSm2CuS4,mp-11604,True,False,1.013,-1.889615164656249,2.17,10.1021/ic034600l,Double anions
KTaO3,mp-3614,True,False,2.0995,-3.071587857916669,3.65,10.1016/j.physb.2012.09.011,Oxides
KTlO,mp-27716,True,False,1.1638,-1.191447635194449,1.46,10.1039/c8nr08046a,Oxides
KY(CO3)2,mp-1211274,True,True,4.3035,-2.559192202725,5.3985,10.1016/j.jallcom.2018.02.113,Oxides
KY(TeO3)2,mp-1194980,True,False,3.1251,-2.305556996558334,3.8,10.1021/nn305707f,Chalcogenides
KZnF3,mp-5878,True,False,3.6954,-2.81380577495,4.3805,10.1016/j.physb.2011.06.063,Halides
La2GeO5,mp-638261,True,False,4.021000000000001,-3.330141265312501,4.873,10.1016/j.optmat.2018.09.024,Double anions
La2MgTiO6,mp-6457,False,False,3.064,-3.683122239833333,4.66,10.1039/c7tc02661g,Double anions
La2MnNiO6,mp-1223253,False,True,1.580499999999999,-2.823589000793103,1.133,10.1016/j.jssc.2004.03.031,Double anions
La2MoO5,mp-1105399,False,False,0.5206000000000001,-3.126056116250002,0.55,10.1021/ic501327u,Double anions
La2O3,mp-1968,True,False,3.824799999999999,-3.8759289195,5.4,10.1016/j.matpr.2017.04.097,Double anions
La2Pd2O5,mp-560340,True,False,1.179,-2.572202741111114,1.342,10.1007/s12034-020-02115-5,Double anions
La2S3,mp-7475,True,False,1.0358,-2.507728445187498,2.59,10.1039/c7ee02702h,Double anions
La2Se3,mp-32798,True,True,1.58,-2.342295032187499,1.97,10.1016/j.jlumin.2012.11.030,Double anions
La2Te3,mp-32755,True,True,1.0395,-1.857414943749999,0.1,10.1021/jacs.5b03986,Double anions
La2TeO2,mp-4547,True,False,2.028699999999999,-3.386965779333334,2.5,10.1039/c8tc05917a,Double anions
La2Ti2O7,mp-12192,True,False,2.928499999999999,-3.784009469469697,3.4,10.1016/j.cej.2011.01.035,Double anions
La2ZrS5,mp-1198687,True,False,1.0739,-2.291879551562502,2.01,10.1039/c3dt50291k,Double anions
La3CuGeSe7,mp-510011,True,False,1.1936,-1.688348896367188,2.0,10.7567/JJAPS.39S1.279,Chalcogenides
La4Cd4In2S13,mp-1196490,False,False,1.156899999999999,-1.524556674275361,2.27,10.1016/j.jssc.2015.06.033,Double anions
La4InSbS9,mp-1196663,True,False,2.2196,-1.907849651361111,2.32,10.1039/C2JM33029F,Halides
La5Ti2AgS5O7,mp-555253,True,False,1.5072,-3.061267943791667,2.05,10.1039/c6nr06541d,Double anions
La5Ti2CuS5O7,mp-559474,True,False,1.2107,-3.078372617208334,1.9,10.1039/c4cc10297e,Double anions
La8Sb2S15,mp-1195582,True,False,1.935799999999999,-2.112369190799999,2.3,10.1021/ic502362f,Double anions
LaAlO3,mp-1080060,True,True,3.7121,-3.722466562999999,5.0,10.1016/j.matpr.2017.09.103,Oxides
LaBO3,mp-8216,True,False,4.500700000000001,-3.521145549833336,1.67,10.1016/j.optmat.2019.109487,Oxides
LaBWO6,mp-1211317,False,True,3.8287,-2.909348835462962,4.1,10.1016/j.optmat.2014.03.031,Oxides
LaBr2,mp-28572,False,False,0.5885,-2.172660588333332,1.0,10.1039/d0tc01223h,Double anions
LaBr3,mp-23263,True,False,2.9266,-2.423042803749999,3.75,10.1016/j.tsf.2008.03.020,Halides
LaCoO3,mp-1288145,True,False,0.9497,-2.599926138,2.1,10.1016/j.physb.2012.11.002,Oxides
LaCrO3,mp-19281,True,False,2.3706,-3.1966233445,1.33,10.1039/c7dt01267e,Oxides
LaCuSeO,mp-552488,True,False,1.5380999999999991,-2.314142779335937,2.1479999999999997,10.1039/c8qi01402g,Chalcogenides
LaF3,mp-17171,False,True,4.9199,-4.365745196041666,10.3,10.1016/j.optmat.2015.06.020,Halides
LaFeO3,mp-1078634,True,False,1.950899999999999,-2.852925804000007,2.1,10.1016/j.cej.2012.08.012,Halides
LaGaGe2O7,mp-1212633,False,True,3.1959,-2.6129290129545453,3.3,10.1039/c5ra01714a,Double anions
LaGaO3,mp-5837,False,False,3.3483,-3.0979300295,4.08,10.1039/c6ra21693e,Oxides
LaGaS3,mp-4816,True,False,2.2366,-1.6841287401874991,2.5,10.1016/j.solidstatesciences.2007.12.010,Chalcogenides
LaMg2NiH7,mp-697905,False,False,0.9506,-0.460350513749999,0.821,10.1038/s41598-020-69113-9,Double anions
LaMnO3,mp-1180700,False,True,1.1014,-2.967020409086208,1.7,10.1016/j.jallcom.2015.09.187,Oxides
LaN,mp-567290,False,True,1.1169,-1.558962584374999,0.6,10.1016/j.jallcom.2020.153961,Nitrides
LaPO4,mp-3962,True,False,4.486000000000001,-3.538097613829366,4.96,10.1016/j.optmat.2010.12.019,Oxides
LaScO3,mp-31116,True,False,3.8973,-3.950563377999999,0.3,10.1038/ncomms1602,Chalcogenides
LaSi3N5,mp-1019967,True,False,3.099299999999999,-1.517069520416667,3.915,10.1016/j.jeurceramsoc.2013.12.054,Chalcogenides
LaTa7O19,mp-14485,True,False,3.1119,-3.433544945234568,4.14,10.1039/c3cy00557g,Oxides
LaTaN2O,mp-550514,True,False,0.671299999999999,-2.215536883466666,1.9,10.1021/ic4013763,Double anions
LaVO4,mp-19162,True,False,2.8563,-3.224557474166666,2.69,10.1016/j.cej.2018.09.098,Oxides
LaWN3,mp-989524,True,True,1.2096,-1.244283644250001,1.5405,10.1039/c5tc04172d,Nitrides
LaYS3,mp-1200447,True,False,0.7897999999999991,-2.4628581604375,1.9,10.1039/c7ee02702h,Chalcogenides
LaZnAsO,mp-549589,True,False,0.5760000000000001,-2.060511224375001,1.5,10.1016/j.tsf.2013.10.135,Oxides
Li2B4O7,mp-560463,False,False,3.7518,-2.495315280448717,5.75,10.1016/j.optmat.2017.05.032,Double anions
Li2CaGeO4,mp-7611,True,False,4.1135,-2.604269733958333,2.4,10.1016/j.optmat.2014.04.024,Double anions
Li2CdGeS4,mp-1189383,True,False,2.2131,-1.098681862083332,3.1,10.1039/c8dt04889d,Double anions
Li2CdSnS4,mp-1188784,True,False,1.9176,-1.103457180833332,3.26,10.1021/ja9040237,Double anions
Li2Fe(SO4)2,mp-1193501,False,False,4.2848,-2.10040549551282,5.0,10.1039/c6cp02175a,Double anions
Li2FeSiO4,mp-18968,True,False,3.123599999999999,-2.563266433645833,3.15,10.1039/c3ta13387g,Double anions
Li2Ga2GeS6,mp-554782,False,False,2.1339,-1.073596225606059,3.65,10.1016/j.optmat.2015.06.014,Double anions
Li2HfO3,mp-2724101,True,True,4.0573,-3.170408328611111,0.5,10.1016/j.optmat.2011.12.024,Double anions
Li2In2GeS6,mp-1191476,False,False,2.3229,-1.026634472272726,3.45,10.1021/ic300604a,Double anions
Li2In2GeSe6,mp-1191200,False,False,1.5416,-0.9442520171874992,2.3,10.1039/d0cp03521a,Double anions
Li2In2SiS6,mp-1191903,False,False,2.427999999999999,-1.131021578181817,3.61,10.1021/ic300604a,Double anions
Li2In2SiSe6,mp-1191817,False,False,1.8159,-1.00564398809659,2.54,10.1021/ic300604a,Double anions
Li2MnO3,mp-18988,True,False,1.368399999999999,-2.180112729932952,1.8900000000000001,10.1039/c5tc00616c,Double anions
Li2MnSiO4,mp-559240,True,False,2.176599999999999,-2.690084414012211,3.0,10.1039/c7ta03049e,Double anions
Li2O,mp-1960,True,False,4.8986,-2.061597913888889,3.24,10.1016/j.physb.2014.07.073,Double anions
Li2O2,mp-841,True,False,1.974299999999999,-1.650170236666666,4.5,10.1039/c3ee42446d,Double anions
Li2PtO3,mp-531826,True,True,1.842,-1.682490645,2.3,10.1007/s10800-019-01287-1,Double anions
Li2S,mp-1153,True,False,3.3862,-1.503132669722222,3.3595,10.1039/c2ee23355j,Double anions
Li2SiN2,mp-684024,True,False,4.0339,-1.106952388833335,6.9,10.1016/j.cej.2020.126086,Double anions
