formula,mpids,is_stable,theoretical,band_gap,formation_energy_per_atom,Value,DOI,compound_type,Category_count
LiCa3As2H,mp-1192528,True,False,1.441699999999999,-1.041394735654762,1.4,10.1039/c4dt02244k,Arsenides,2
Cs2CO3,mp-616458,True,False,3.3306,-2.066702077385059,1.8,10.1016/j.tsf.2016.10.050,Oxides,1
CI4,mp-27962,False,False,1.1181,0.228991176499999,2.26,10.1021/jacs.5b03986,Halides,1
CsK2Sb,mp-581024,True,False,0.8633999999999991,-0.5588751093750021,1.62,10.1038/s41598-019-54419-0,Antimonides,1
K2CuSbS3,mp-554343,False,False,1.2062,-0.955653615642856,2.2,10.1039/c5dt03910j,Antimonides,2
BaCrO4,mp-18571,True,False,2.9695,-2.461335070833333,2.63,10.1039/c5ra11682a,Oxides,1
Li2CdGeS4,mp-1189383,True,False,2.2131,-1.098681862083332,3.1,10.1039/c8dt04889d,Chalcogenides,1
Cs3Bi2Cl9,mp-1104268,True,False,3.229899999999999,-1.644747245178572,2.215,10.1039/c7ta00269f,Halides,1
Ba2SiO4,mp-17612,True,False,4.6319,-3.361976853214285,4.2605,10.1016/j.optmat.2018.07.021,Silicides,2
La2MoO5,mp-1105399,False,False,0.5206000000000001,-3.126056116250002,0.55,10.1021/ic501327u,Oxides,1
MnWO4,mp-19407,True,False,2.356299999999999,-2.216569472988496,2.69,10.1016/j.physb.2012.05.044,Oxides,1
RbMgBO3,mp-1020633,True,False,4.3738,-2.761020107777777,3.827,10.1039/c5tc02337h,Oxides,1
Ca6Te3N2,mp-1246515,True,True,1.843299999999999,-1.551299843409091,2.5,10.1021/acs.inorgchem.6b01476,Chalcogenides,2
ZnTe,mp-2176,True,False,1.073299999999999,-0.6841630333333321,2.26,10.1016/j.matpr.2015.11.047,Chalcogenides,1
YIO,mp-753712,True,True,3.4078,-3.048536466666665,3.16,10.1039/c3nr05984g,Halides,2
Cu8SiS6,mp-13872,False,False,0.8296999999999991,-0.322123399499999,0.97,10.1039/c8nj06270f,Silicides,2
NaMgSb,mp-7090,True,False,1.0359,-0.5565706387931041,1.04,10.1039/c6tc00461j,Antimonides,1
SiP2,mp-9996,True,False,1.4262,-0.142390731567459,2.25,10.1039/c7nr07994j,Silicides,2
LaPO4,mp-3962,True,False,4.486000000000001,-3.538097613829366,4.96,10.1016/j.optmat.2010.12.019,Oxides,1
KAg2SbS3,mp-1192667,False,False,1.688299999999999,-0.537441497375994,2.1,10.1021/ic9010339,Antimonides,2
Cu2WS4,mp-557373,False,False,1.5621,-0.535848055892856,1.74,10.1016/j.cej.2020.125913,Chalcogenides,1
Ag2S2O7,mp-1192057,True,False,2.301599999999999,-1.405367447121212,2.24,10.1039/c3nr06565k,Chalcogenides,2
Cs2PdI6,mp-29806,False,False,0.6286,-1.036935383256706,1.4,10.1039/c9dt01485c,Halides,1
RbZnF3,mp-4975,True,False,4.0784,-2.796601446999999,3.6825,10.1016/j.physb.2012.10.024,Halides,1
LaFeO3,mp-1078634,True,False,1.950899999999999,-2.852925804000007,2.1,10.1016/j.cej.2012.08.012,Oxides,1
SrWO4,mp-19163,True,False,4.6571,-2.7457271575,4.8,10.1016/j.matpr.2020.04.142,Oxides,1
ZnIn2O4,mp-756297,False,True,1.179099999999999,-1.906449286904761,1.23,10.1016/j.optmat.2014.08.010,Oxides,1
NaIn(WO4)2,mp-20678,True,False,3.4845,-2.180769027337163,3.69,10.1016/j.physb.2014.11.100,Oxides,1
ScPO4,mp-4200,True,False,4.193899999999999,-3.354315457440474,4.255000000000001,10.1016/j.cej.2016.11.136,Oxides,1
CsI,mp-614603,True,False,3.8556,-1.733770282327588,4.595000000000001,10.1016/j.optmat.2013.01.030,Halides,1
Er2Se3,mp-209,True,False,0.7923,-2.173853193270832,1.66,10.1021/jacs.5b03986,Chalcogenides,1
BiSbSe3,mp-1227508,False,True,1.0106,-0.344257173187503,1.1,10.1039/d0cp01231a,Antimonides,2
Li2MnO3,mp-18988,True,False,1.368399999999999,-2.180112729932952,1.89,10.1039/c5tc00616c,Oxides,1
Mg(AlH4)2,mp-23709,False,False,4.3638,-0.144007213181818,2.9,10.1007/s10948-019-05237-y,Hydrides,1
MnZnO3,mp-754318,False,True,1.7946,-1.813649822586207,2.18,10.1007/s41779-017-0100-4,Oxides,1
PtS2,mp-762,True,False,1.5467,-0.43941375520833,0.95,10.1016/j.rinp.2020.103088,Chalcogenides,1
Sm2Se3,mp-32594,False,True,1.5046,-2.173472364187501,2.3,10.1021/jacs.5b03986,Chalcogenides,1
K4GeSe4,mp-568847,True,False,1.9993,-1.213493228847221,0.64,10.1002/zaac.200700440,Chalcogenides,1
HCN,mp-510458,False,False,3.616,-0.092846543125001,0.68,10.1016/j.cej.2020.125347,Nitrides,1
FeBiO3,mp-23501,False,False,1.279099999999999,-1.672776781,2.2,10.1039/c5ra18808c,Oxides,1
NaFeF3,mp-1078217,True,False,2.2462,-2.739065476775862,0.88,10.1007/s10008-014-2454-7,Halides,1
KPb2Br5,mp-31508,False,False,3.0699,-1.47434131903125,3.46,10.1016/j.optmat.2016.01.025,Halides,1
MgSiAs2,mp-1016197,True,False,1.303199999999999,-0.297332561249999,1.985,10.1016/j.optmat.2016.01.061,Arsenides,2
CCl2,mp-1214217,False,True,3.9193,-0.3825148675,1.615,10.1039/b901512d,Halides,1
CaZrS3,mp-7781,False,False,1.1878,-2.031619070999999,1.9,10.1039/d0tc04516k,Chalcogenides,1
FeO,mp-1274279,True,True,1.8157,-1.481519387499999,2.0,10.1016/j.cej.2020.124230,Oxides,1
Zn3In2O6,mp-863430,False,True,0.656099999999999,-1.847204738939393,3.0,10.1016/j.tsf.2007.05.082,Oxides,1
Bi14MoO24,mp-691119,True,True,2.6318,-1.697635304615385,2.91,10.1039/c6ce01948j,Oxides,1
TiO2,mp-390,True,False,2.0586,-3.508055451944444,3.2,10.1016/j.cej.2006.05.011,Oxides,1
K2Ho4Cu4S9,mp-1172870,True,False,0.8687,-1.653298726684208,2.43,10.1021/ic034600l,Chalcogenides,1
KGdTiO4,mp-1211763,False,True,2.1484,-3.364131046154763,3.04,10.1039/c3tc32472a,Oxides,1
Sn2S3,mp-1509,True,False,0.7774000000000001,-0.473314881187499,1.175,10.1016/j.tsf.2004.11.012,Chalcogenides,1
RuS2,mp-2030,True,False,0.6683999999999991,-0.6867098235416661,1.55,10.1016/j.tsf.2004.11.128,Chalcogenides,1
Nd2TiO5,mp-17904,True,False,3.313799999999999,-3.7841771885416673,3.0,10.1007/s10854-016-5692-x,Oxides,1
ZrO2,mp-2858,True,False,3.5322,-3.813617754999999,5.0,10.1016/j.cej.2011.10.085,Oxides,1
SiB3,mp-569128,True,False,1.408,-0.0441499209375,1.1,10.1002/(SICI)1521-3749(199907)625:7<1207::AID-ZAAC1207>3.0.CO;2-9,Silicides,1
LaSi3N5,mp-1019967,True,False,3.099299999999999,-1.517069520416667,3.915,10.1016/j.jeurceramsoc.2013.12.054,Silicides,2
Sr2LiReO6,mp-1080625,True,False,1.8423999999999991,-2.749342723583333,2.21,10.1007/s00894-020-04421-5,Oxides,1
TlPb2Cl5,mp-27283,False,False,3.543399999999999,-1.513737124791668,3.42,10.1016/j.optmat.2013.09.004,Halides,1
Cs4PbI6,mp-1238804,True,True,3.4095,-1.532223946692787,3.44,10.1039/c6mh00519e,Halides,1
Na5Gd(MoO4)4,mp-556070,True,False,3.3922,-2.325360294303714,3.376,10.1021/ic900784t,Oxides,1
HCl,mp-634101,False,True,2.584699999999999,-0.486256185624999,2.565,10.1016/j.physb.2013.12.015,Halides,1
MgGeAs2,mp-1016200,False,False,0.5541,-0.356939423749999,1.95,10.1016/j.optmat.2016.01.061,Arsenides,1
Cs2AgSbBr6,mp-1112943,False,True,1.1916,-1.408664374097701,1.64,10.1016/j.cej.2020.124757,Antimonides,2
Y2GeO5,mp-768814,True,True,3.5881,-3.338367075000007,4.0,10.1039/c2cp42380d,Oxides,1
FeCl3,mp-676241,False,True,0.6636000000000001,-1.140329346249999,0.685,10.1016/j.jece.2020.104138,Halides,1
K2SnBr6,mp-574040,True,False,1.6124,-1.544271811611111,1.4049999999999998,10.1039/c9ra09232c,Halides,1
NaBiO3,mp-23054,True,False,1.096399999999999,-1.580260707275866,2.45,10.1039/c7ra01650f,Oxides,1
BaBiO3,mp-1182285,False,True,1.1031,-1.590228198,2.05,10.1039/b821991e,Oxides,1
MnAl2O4,mp-755882,True,False,2.6578,-3.047750007561575,2.21,10.1039/c7dt04765g,Oxides,1
Cu4Bi4S9,mp-559551,False,False,0.972299999999999,-0.340808194430143,0.915,10.1039/c3nj00928a,Chalcogenides,1
Rb4Ta2S11,mp-14577,False,False,1.7792,-1.257155684539214,2.58,10.7567/JJAPS.39S1.279,Chalcogenides,1
TcS2,mp-9481,True,False,1.1885,-0.7253695210416661,0.9,10.1039/c3dt51903a,Chalcogenides,1
Ge,mp-1198022,False,False,1.1428,0.043253197058822,0.7,10.1016/j.matpr.2017.11.129,Others,0
CsSnBr3,mp-1247749,True,True,0.9682,-1.573933961431037,1.75,10.1039/c7se00100b,Halides,1
FeSbS,mp-27904,True,False,0.547,-0.592936158333333,0.8,10.1039/c4ee01335b,Antimonides,2
CaSnO3,mp-4438,True,False,2.3301,-2.694555046500007,4.3,10.1016/j.physb.2010.05.004,Oxides,1
Rb3In(IO3)6,mp-1192770,True,False,2.9749,-1.239729310327381,2.45,10.1039/c0dt01272f,Halides,2
Li2W2O7,mp-27130,False,False,3.7425,-2.28143384151515,4.35,10.1007/s10973-017-6355-8,Oxides,1
CdS,mp-672,True,False,1.125,-0.7761274614062491,2.4,10.1016/j.cej.2009.05.037,Chalcogenides,1
LiZr2(PO4)3,mp-10499,True,False,4.253299999999999,-3.170948748458995,3.5,10.1039/c7ta08968f,Oxides,1
K6CdTe4,mp-17698,True,False,1.6614,-1.108454179560604,2.51,10.1021/ja9094846,Chalcogenides,1
CaCl2,mp-1120739,False,True,4.8803,-2.605115638333333,3.2,10.1039/c9sc01216h,Halides,1
CS2,mp-2232,False,False,3.4316,-0.063416890833333,2.29,10.1007/s10854-017-7676-x,Chalcogenides,1
Ba5Ta4O15,mp-504554,True,False,3.0865,-3.439217441430571,4.0,10.1016/j.physb.2018.04.032,Oxides,1
Ca2FeMoO6,mp-18783,False,False,1.1193,-2.548062932999999,2.42,10.1007/s10948-019-5064-x,Oxides,1
CSO,mp-28240,False,False,4.9077,-0.924298005,3.35,10.1016/j.jallcom.2017.05.112,Chalcogenides,2
NaTaO3,mp-3858,True,False,2.6172,-3.062992296242529,4.0,10.1039/c0jm03451g,Oxides,1
ZnS,mp-554820,True,False,2.0195,-0.9622174221205352,3.65,10.1016/j.cej.2007.09.046,Chalcogenides,1
HgCl2,mp-22855,True,False,2.8686,-0.683485675,4.45,10.1039/c4ja00327f,Halides,1
CuBr,mp-22917,False,False,0.9962,-0.515792749999999,1.9835,10.1039/c4cp05840b,Halides,1
Sr2TiO4,mp-5532,True,False,1.9141999999999992,-3.443433267619047,2.56,10.1016/j.jece.2020.103791,Oxides,1
CeO2,mp-20194,True,False,1.8647,-3.9271761966666654,3.13,10.1016/j.cej.2013.05.106,Oxides,1
LiZnBO3,mp-1222376,False,True,3.5248,-2.414061129583333,3.1,10.1016/j.solidstatesciences.2010.11.029,Oxides,1
YCuTe2,mp-1100868,False,True,0.6041999999999991,-1.091764340833332,0.6,10.1039/c8ta06470a,Chalcogenides,1
Ta2O5,mp-10390,True,False,1.2267,-3.346563131380951,4.0,10.1016/j.cej.2019.03.029,Oxides,1
Tl3PbI5,mp-23380,False,False,2.6616,-0.8586223069444461,2.4850000000000003,10.1039/c4cp00591k,Halides,1
Y3TaO7,mp-11321,True,False,3.5002,-3.826173611575757,4.6,10.1039/d0ra01912g,Oxides,1
HfS2,mp-985829,True,False,1.2237,-1.806353931875001,1.93,10.1016/j.optmat.2020.109784,Chalcogenides,1
CdWO4,mp-19387,True,False,3.262699999999999,-1.985844491666664,3.7,10.1016/j.physb.2017.02.009,Oxides,1
Y3GaS6,mp-1189598,True,False,2.0555,-2.019178933250001,2.88,10.7567/JJAPS.39S1.279,Chalcogenides,1
Ba2VFeO6,mp-1096782,False,True,1.0389,-2.592685414,1.0,10.1038/s41598-017-06396-5,Oxides,1
K2Gd2Sb2Se9,mp-1199482,True,False,0.922,-1.32107574920625,1.33,10.1002/zaac.200900427,Antimonides,2
CrF3,mp-560338,True,False,3.0453,-3.041799825625,1.53,10.1039/c7cp07953b,Halides,1
LiMgN,mp-37906,True,True,2.4462,-0.8117910368055551,3.45,10.1016/S0022-0248(01)02249-7,Nitrides,1
MgS,mp-1315,True,False,2.7574,-1.66150344875,0.658,10.1016/j.physb.2019.411669,Chalcogenides,1
LaVO4,mp-19162,True,False,2.8563,-3.224557474166666,2.69,10.1016/j.cej.2018.09.098,Oxides,1
SrTh(PS4)2,mp-1194714,True,False,2.254699999999999,-1.391357465148808,3.02,10.1002/ejic.201403244,Chalcogenides,1
CsTlCl3,mp-1112176,False,True,1.2584,-1.680223661597703,2.5,10.1007/s00706-017-1933-9,Halides,1
CdIn2O4,mp-19803,True,False,0.9137,-1.842010734047615,3.225,10.1016/j.tsf.2009.06.054,Oxides,1
KZnF3,mp-5878,True,False,3.6954,-2.81380577495,4.3805,10.1016/j.physb.2011.06.063,Halides,1
CsGeCl3,mp-22988,True,False,2.153499999999999,-1.712059218931035,1.835,10.1039/c8ra06374e,Halides,1
FeMoO4,mp-505526,False,False,2.037,-1.875182581666667,2.725,10.1007/s11164-013-1057-8,Oxides,1
RbBaPS4,mp-1192550,True,False,2.2671,-1.478465595306122,3.3,10.1039/c4ta04757e,Chalcogenides,1
NaNbO2,mp-3744,True,False,1.378099999999999,-2.522986689094827,1.5,10.1039/c5ee01745a,Oxides,1
Li6PS5Br,mp-985591,False,True,2.1394,-1.305762864010988,2.12,10.1039/c5cp01841b,Halides,2
KCu2SbS3,mp-1192531,False,False,0.9539,-0.6961365396071421,1.53,10.1016/j.jssc.2015.10.028,Antimonides,2
Na2O2,mp-2340,True,False,1.7361,-1.2980963948563211,4.84,10.1039/c4cp05042h,Oxides,1
IrS2,mp-2833,True,False,0.5371,-0.502104100624995,0.9,10.1021/jacs.5b03986,Chalcogenides,1
Sm2O3,mp-218,True,False,3.7823,-3.86195246725,3.7,10.1007/s10854-016-6224-4,Oxides,1
CsPbBr3,mp-567681,True,False,2.8808,-1.636219281431034,2.3,10.1016/j.cej.2018.03.009,Halides,1
LaGaS3,mp-4816,True,False,2.2366,-1.6841287401874991,2.5,10.1016/j.solidstatesciences.2007.12.010,Chalcogenides,1
CsCdBO3,mp-1191636,True,False,1.646199999999999,-2.20257312480364,2.58,10.1002/ejic.201300888,Oxides,1
FeBO3,mp-19097,True,False,1.481599999999999,-2.270362331833334,2.35,10.1007/s10008-020-04836-3,Oxides,1
CsGaS3,mp-562726,True,False,2.647199999999999,-0.9883059401875012,2.78,10.1021/acs.inorgchem.7b01548,Chalcogenides,1
Ba3InS4Cl,mp-1205371,False,False,2.8257,-2.048999094074073,3.205,10.1016/j.jallcom.2014.07.135,Halides,2
SrGe4O9,mp-9380,False,False,3.0685,-2.338752899642857,3.28,10.1007/s00339-020-3329-7,Oxides,1
KMgH3,mp-23737,True,False,2.458,-0.3456561272,2.59,10.1016/j.jssc.2005.12.033,Hydrides,1
Ca4Si2O7F2,mp-560163,True,False,4.8233,-3.630295984333333,4.8,10.1016/j.optmat.2011.06.012,Silicides,3
CdTeO3,mp-28290,True,False,3.019,-1.521631727583333,3.3,10.1039/c1jm11734c,Chalcogenides,2
CsAg2AsS3,mp-866615,True,False,1.65,-0.6518740582840711,2.7,10.1016/j.jssc.2009.11.012,Arsenides,2
TaO2,mp-683983,False,True,0.77,-2.751955468486111,1.0,10.1039/c8cs00283e,Oxides,1
SrS,mp-1087,True,False,2.497,-2.42450937390625,4.779999999999999,10.1021/jacs.5b03986,Chalcogenides,1
Sn3WO6,mp-556980,False,False,2.161499999999999,-1.85806374525,2.49,10.1002/zaac.20050037,Oxides,1
LaCrO3,mp-19281,True,False,2.3706,-3.1966233445,1.33,10.1039/c7dt01267e,Oxides,1
Rb2Cu2SnS4,mp-18006,False,False,0.9012999999999992,-0.8821618116666651,2.08,10.1039/c4ce00740a,Chalcogenides,1
Li3Bi2(PO4)3,mp-684504,False,True,4.0294,-2.512523591821428,3.5,10.1039/c7ta08968f,Oxides,1
NaAlH4,mp-23704,True,False,4.6666,-0.212679999166666,4.8,10.1016/j.physb.2008.11.171,Hydrides,1
Ca3N2,mp-844,True,False,1.3497,-0.9597206842499992,1.55,10.1021/ja210846d,Nitrides,1
Cs2HgCl4,mp-1203522,True,False,3.0746,-1.768159905615765,3.59,10.1016/j.optmat.2016.07.019,Halides,1
CuCN,mp-35308,False,True,2.5202,0.239310635833332,3.26,10.1039/c7ta09233d,Nitrides,1
NdGaO3,mp-3196,False,False,3.452499999999999,-3.053719460000001,2.653,10.1007/s10948-018-4938-7,Oxides,1
Li2WO4,mp-19260,True,False,3.968,-2.352370269523809,4.175,10.1007/s10973-017-6355-8,Oxides,1
LiTaO3,mp-3666,True,False,3.7003,-3.125358770133336,4.4,10.1016/j.cej.2019.06.015,Oxides,1
SnSe2,mp-665,True,False,0.7018,-0.423896769375,1.2,10.1016/j.matpr.2016.11.085,Chalcogenides,1
La4Cd4In2S13,mp-1196490,False,False,1.156899999999999,-1.524556674275361,2.27,10.1016/j.jssc.2015.06.033,Chalcogenides,1
Be3N2,mp-18337,True,False,3.3145,-1.217352798500001,3.8,10.1021/ja210846d,Nitrides,1
BaSi2,mp-1477,True,False,0.7812999999999991,-0.312893252083338,1.3,10.1016/j.tsf.2004.02.074,Silicides,1
BaZrO3,mp-1019544,True,False,3.1163,-3.639240691,4.8,10.1016/j.tsf.2007.09.041,Oxides,1
BaZrS3,mp-540771,True,False,0.99,-2.107120602499998,1.83,10.1039/c7ee02702h,Chalcogenides,1
NaSbF6,mp-5955,True,False,4.8892,-2.864664735797413,3.76,10.1021/acs.inorgchem.7b00309,Antimonides,2
BiTeBr,mp-33723,True,True,1.2364,-0.8220315505555551,0.6,10.1039/c8cc05149f,Halides,2
Li7VN4,mp-4604,True,False,3.035199999999999,-0.9590333469097212,1.4,10.1016/j.jallcom.2013.04.200,Nitrides,1
RbNb2PSe10,mp-1192452,True,False,0.912999999999999,-0.9168557968271672,1.15,10.1021/ic502724n,Chalcogenides,1
AlP,mp-1550,True,False,1.6294,-0.737248783988095,2.48,10.1016/j.matpr.2020.05.260,Phosphides,1
Cd4SiS6,mp-18179,False,False,1.4382,-0.7622832933522701,2.5,10.1007/s11671-009-9470-z,Silicides,2
Cs2InSbCl6,mp-1112887,False,True,1.3727,-1.7202351885977012,1.0,10.1039/c7ta04544a,Antimonides,2
CsNb2PSe10,mp-1195822,True,False,0.8597999999999991,-0.9275834555525372,1.15,10.1021/ic502724n,Chalcogenides,1
KMnO4,mp-19046,False,False,2.081099999999999,-1.453729503780173,1.04,10.1039/c8ta09785b,Oxides,1
VS4,mp-541155,True,False,0.9239,-0.9502931734999992,1.0,10.1039/c5ta03221k,Chalcogenides,1
VO2,mp-541404,True,False,0.7584000000000001,-2.522468176666668,0.7,10.1016/j.cej.2018.01.107,Oxides,1
PbWO4,mp-504591,True,False,2.9475,-2.054140709166665,3.81,10.1016/j.cej.2012.12.064,Oxides,1
CsHgSbSe3,mp-1225936,False,True,1.0746,-0.750530919031071,1.89,10.1039/c2dt30366c,Antimonides,2
Rb3Bi2Br9,mp-1195363,True,False,2.818,-1.577431055714285,2.62,10.1021/ja200257a,Halides,1
Na2Ti3O7,mp-3488,True,False,2.9953000000000003,-3.160181039813217,3.51,10.1016/j.cej.2019.122209,Oxides,1
ZnO2,mp-8484,False,False,2.1576,-1.058444209166666,3.6,10.1016/j.matpr.2017.02.300,Oxides,1
GaS,mp-2507,True,False,2.0036,-0.763737817656249,2.5,10.1016/j.matpr.2020.05.070,Chalcogenides,1
Tl2TeS3,mp-17172,False,False,1.2603,-0.458696173055557,1.6,10.1016/j.jssc.2007.10.005,Chalcogenides,1
SnI4,mp-23182,True,False,2.0581,-0.6773522655,2.38,10.1021/jacs.5b03986,Halides,1
WS2,mp-224,True,False,1.2557,-0.882938771874999,1.8,10.1038/srep15718,Chalcogenides,1
CuN3,mp-27954,False,True,1.6279,0.293795457499999,4.565,10.1021/jacs.5b03986,Nitrides,1
PdSe2,mp-1120759,False,True,1.3767,-0.270646422708331,1.0750000000000002,10.1039/c8tc06050a,Chalcogenides,1
Ba2ScTaO6,mp-1205823,True,True,3.0173,-3.593178310233333,4.19,10.1016/j.jssc.2007.12.007,Oxides,1
CsLaHgSe3,mp-11124,True,False,1.4545,-1.531723224864403,2.485,10.1021/ic800370r,Chalcogenides,1
AgBiSCl2,mp-556094,True,False,1.0752,-0.945403372833334,1.0,10.1039/b408306g,Halides,2
KNaTe,mp-8755,True,False,1.9491,-1.213264275416667,2.12,10.1016/j.physb.2018.05.025,Chalcogenides,1
Cs2Mg2(WO4)3,mp-1195571,False,False,4.659,-2.427450129174229,4.53,10.1002/ejic.201500009,Oxides,1
LaGaGe2O7,mp-1212633,False,True,3.1959,-2.6129290129545453,3.3,10.1039/c5ra01714a,Oxides,1
SrTe,mp-1958,True,False,1.7616,-2.0176923,3.5,10.1016/j.physb.2010.10.038,Chalcogenides,1
Li4TiO4,mp-9172,True,False,4.5573,-2.707544761296296,4.64,10.1039/c9tc00197b,Oxides,1
K2CdO2,mp-27742,True,False,1.3562,-1.406970080899999,3.36,10.1039/c9ta13105a,Oxides,1
LiTeO3,mp-755231,False,True,2.1534,-1.7506827875000002,2.0,10.1038/s41467-018-05137-0,Chalcogenides,2
CaWO4,mp-19426,True,False,4.3443,-2.726062027499999,4.325,10.1016/j.optmat.2019.04.026,Oxides,1
CsYHgSe3,mp-11123,True,False,1.3946,-1.4574503873644051,2.54,10.1103/PhysRevB.65.045205,Chalcogenides,1
LiFe5O8,mp-21735,False,False,1.3685,-1.7119847100595251,1.765,10.1039/c6nj01790h,Oxides,1
TlPbI3,mp-27552,False,False,2.1427,-0.8882086816666671,1.33,10.1007/s13391-018-0033-2,Halides,1
La8Sb2S15,mp-1195582,True,False,1.935799999999999,-2.112369190799999,2.3,10.1021/ic502362f,Antimonides,2
Rb3Nb2AsSe11,mp-683902,True,False,1.181199999999999,-1.038247646810662,1.5,10.1021/ic001157v,Arsenides,2
Na3PO4,mp-674333,True,True,3.9187,-2.518010732972598,2.2,10.1016/j.mseb.2007.02.014,Oxides,1
Sr(NO3)2,mp-4157,True,False,3.7142,-1.571446753333333,1.63,10.1007/s00339-018-2012-8,Oxides,1
AgNO3,mp-552185,True,False,1.853899999999999,-0.6806635453333341,1.86,10.1039/c8en00570b,Oxides,1
BiF3,mp-23237,True,False,4.6808,-2.623305978125,3.94,10.1039/c6tc00447d,Halides,1
NaNb2PS10,mp-557436,True,False,1.315599999999999,-1.043721467751583,1.72,10.1016/S0925-3467(01)00234-8,Chalcogenides,1
SrTa2O6,mp-17715,True,False,3.2307,-3.487587180518501,4.49,10.1016/j.tsf.2016.12.003,Oxides,1
Cu3PS4,mp-3934,True,False,1.0202,-0.362097385528272,2.3,10.1039/c6tc05510a,Chalcogenides,1
Tb4Al2O9,mp-1200490,False,False,4.0883,-3.818433524444445,4.59,10.1021/cm801887v,Oxides,1
CsCu2AsS3,mp-1196438,True,False,1.3532,-0.694192739415024,2.3,10.1021/ic302027b,Arsenides,2
In2O3,mp-22598,True,False,0.6305000000000001,-1.994067387666665,3.3,10.1016/j.cej.2011.09.054,Oxides,1
Ba3GeS5,mp-1200759,True,False,2.0632,-1.861464824166668,3.0,10.1016/j.jallcom.2014.07.135,Chalcogenides,1
MgV2O4,mp-1041014,False,True,1.2114,-2.6830051392857133,2.81,10.1039/c9dt03468d,Oxides,1
PbSeO4,mp-22342,True,False,3.192299999999999,-1.403858754557288,4.3,10.1002/zaac.201500211,Chalcogenides,2
AgP15,mp-1195243,False,False,1.2132,0.002923476897322,1.38,10.1021/acs.inorgchem.5b02074,Phosphides,1
MnI2,mp-28013,True,False,1.170799999999999,-0.7063810159770101,4.220000000000001,10.1021/jacs.5b03986,Halides,1
KNbO3,mp-7375,True,False,2.2934,-2.852127680450001,3.24,10.1016/j.matpr.2017.07.032,Oxides,1
AgCl,mp-22922,True,False,0.9522,-0.568439933749999,3.25,10.1016/j.cej.2013.10.085,Halides,1
BaThO3,mp-1189614,True,True,4.047,-3.7750959409999982,3.0,10.1016/j.optmat.2010.10.052,Oxides,1
TeI,mp-569766,True,False,0.7871,-0.271386257083333,1.1,10.1021/jacs.5b03986,Halides,2
RbLaTa2O7,mp-541600,False,False,2.2853,-3.382045553833332,3.81,10.1016/j.jece.2018.11.034,Oxides,1
Nd2O3,mp-1045,True,False,3.708,-3.781547341499998,3.875,10.1007/s00339-013-7611-9,Oxides,1
CsAgSb4S7,mp-554408,False,False,1.456,-0.654281527986294,2.04,10.1016/j.jssc.2004.10.014,Antimonides,2
SrSc2O4,mp-770771,True,True,3.6335,-3.737810427499999,4.6,10.1039/c9qi00443b,Oxides,1
MnCO3,mp-18814,True,False,3.2291,-2.01344806708621,3.104,10.1016/j.cej.2019.123161,Oxides,1
MoS3,mp-1239169,False,True,0.7267,-0.4211942334375,1.5,10.1039/c9qi00623k,Chalcogenides,1
RbInSe2,mp-31309,True,False,1.646199999999999,-1.148963117838542,2.0,10.1016/j.jssc.2005.04.007,Chalcogenides,1
ErMnO3,mp-19319,False,False,1.0455,-3.048090045586206,1.6,10.1038/s41524-020-00426-z,Oxides,1
LiZnP,mp-10182,True,False,1.3386,-0.655819149880952,2.04,10.1016/j.tsf.2010.10.045,Phosphides,1
Sr2CoWO6,mp-1274308,True,True,2.0256,-2.605262132499999,2.38,10.1007/s10854-019-00718-1,Oxides,1
Cr2O3,mp-755749,False,True,2.405899999999999,-2.328298080499999,3.08,10.1016/j.cej.2015.11.030,Oxides,1
Rb4Ti3S14,mp-542067,True,False,1.242899999999999,-1.337309552619046,1.59,10.1002/1521-3749(200109)627:9<2178::AID-ZAAC2178>3.0.CO;2-S,Chalcogenides,1
Li2CdSnS4,mp-1188784,True,False,1.9176,-1.103457180833332,3.26,10.1021/ja9040237,Chalcogenides,1
TlS,mp-561066,False,False,1.0387,-0.473641382135419,1.36,10.1021/jacs.5b03986,Chalcogenides,1
TlI,mp-571102,True,False,2.208599999999999,-0.8661446141666691,2.815,10.1007/s13391-018-0033-2,Halides,1
Cs2SnBr6,mp-641923,True,False,1.438899999999999,-1.6117151782567052,2.9,10.1039/c7se00100b,Halides,1
LaMnO3,mp-1180700,False,True,1.1014,-2.967020409086208,1.7,10.1016/j.jallcom.2015.09.187,Oxides,1
Li7P3S11,mp-641703,False,False,2.4883,-1.087633489988661,3.065,10.1039/c9cp05329h,Chalcogenides,2
Gd2Zr2O7,mp-757233,False,True,2.8082000000000003,-3.84645998909091,2.68,10.1039/c6ra05113h,Oxides,1
Al2Se3,mp-11674,True,False,1.8004,-1.0088235364375011,3.1,10.1039/c7tc05311h,Chalcogenides,1
SrAlSi4N7,mp-570577,False,False,3.691399999999999,-1.401743141538463,4.2,10.1039/c3tc31628a,Silicides,2
Sr2SnSe5,mp-568525,True,False,1.2442,-1.360317969570314,0.9,10.1016/j.jssc.2004.04.025,Chalcogenides,1
CsGdZnTe3,mp-1104469,True,False,0.8742999999999991,-1.322230614109195,2.13,10.1016/j.jssc.2004.07.017,Chalcogenides,1
SiGe,mp-1219182,False,True,0.6059999999999991,0.016203427499998,0.51,10.1016/j.optmat.2004.08.005,Silicides,1
Sb4Cl2O5,mp-23419,True,False,2.6466000000000003,-1.691000731363637,3.0,10.1038/ncomms3292,Antimonides,3
